YearsExperience,Salary
7.49080237694725,52523.90099033588
19.01428612819832,100431.21400413747
14.639878836228101,90503.60989623098
11.973169683940732,72023.31210423278
3.1203728088487304,48044.662761411426
3.119890406724053,42123.96017274453
1.1616722433639892,35074.662493178585
17.323522915498703,97902.22682395534
12.022300234864176,81953.44013217531
14.161451555920909,90561.60566256869
0.41168988591604894,33322.031303225056
19.398197043239886,110416.73370249778
16.648852816008436,95534.96291443161
4.246782213565523,49698.14388880733
3.6364993441420124,42856.608499199014
3.6680901970686763,44683.51889908671
6.0848448591907545,52966.16068993153
10.495128632644757,69694.42183398305
8.638900372842315,61110.042502760305
5.824582803960839,55636.78173513778
12.23705789444759,85501.26114185767
2.7898772130408367,47015.01871051114
5.842892970704363,47088.74520309028
7.327236865873834,65754.9627205297
9.12139968434072,64894.80622927324
15.703519227860273,95817.74198716905
3.9934756431671947,41442.82591243273
10.284688768272233,71848.65464245895
11.84829137724085,78961.78142344793
0.9290082543999545,26293.009058001553
12.150897038028766,81644.92398383601
3.4104824737458306,50371.6049341749
1.3010318597055903,34330.88771041422
18.977710745066666,112711.68363440673
19.312640661491187,106302.09517870272
16.16794696232922,98919.71050454996
6.092275383467413,43276.251704114155
1.9534422801276774,49907.65801707803
13.684660530243137,92215.93334718734
8.803049874792027,63789.07197789971
2.4407646968955765,29902.613654363216
9.903538202225404,71054.29465042907
0.6877704223043679,25531.453953848686
18.186408041575643,104969.89985409
5.175599632000338,52760.22712382277
13.25044568707964,78294.76690330844
6.2342215217882195,60541.72120522476
10.401360423556216,75633.31520825574
10.934205586865593,78615.9390339052
3.697089110510541,44832.644960386635
19.391692555291172,100489.14988659615
15.502656467222291,96899.98722994485
18.789978831283783,103808.05832945618
17.896547008552975,94637.28731824855
11.957999576221702,84592.19513475843
18.437484700462335,114246.97640436188
1.76985004103839,36873.15951925754
3.919657248382904,56474.23476654808
0.9045457782107613,34074.75675589979
6.506606615265287,54124.146940229395
7.773545793789641,57941.89090423118
5.426980635477918,59893.33458187538
16.57475018303859,92398.28132521549
7.135066533871786,62216.61268536208
5.618690193747615,49678.941599694415
10.85392166316497,71114.15283978806
2.818484499495253,46425.18646782885
16.043939615080795,92275.57422887642
1.4910128735954165,33940.0745972802
19.737738732010346,114614.9784139154
15.444895385933147,99766.5680098407
3.974313630683448,49120.70353915496
0.11044234247204798,27167.920491768447
16.309228569096682,92683.87177989884
14.137146876952343,86948.16382650955
14.580143360819747,89925.22375290727
15.425406933718914,86762.29818417679
1.4808930346818072,39538.761836626545
7.169314570885453,59104.82493173981
2.3173811905025943,30690.98316881973
17.26206851751187,94403.64165774384
12.465962536551158,77343.20677794633
6.617960497052984,56107.55354400666
1.2711670057204727,44531.06200040187
6.219646434313244,56069.44226795111
6.503666440534941,51810.80631264664
14.59212356676128,89471.64828858092
12.751149427104263,79244.15897114764
17.74425485152653,102600.81060377383
9.444298503238986,70680.032448134
2.391884918766034,45613.692911183825
14.2648957444599,86938.15049948946
15.215700972337949,99057.60652735096
11.225543951389925,79442.28911824066
15.41934359909122,88140.17667230393
9.875911927287815,80552.92603789359
10.454656587639882,73453.59891691002
8.550820367170992,60027.65894882279
0.5083825348819038,40298.095395679724
2.157828539866089,49020.20208545658
0.628583713734685,32349.20853634094
12.728208225275608,78394.58159922445
6.287119621526534,54286.603698837826
10.171413823294056,74259.31393076472
18.15132947852186,108994.60118924001
4.985844582977499,52795.814986227866
8.207658460712594,63339.249885209225
15.111022770860973,97934.14993496603
4.575963309832449,46739.67087407218
1.5395981965758598,41312.98947813798
5.795029058275361,51739.80224134505
3.2244257450800884,45052.81777037482
18.59395304685146,103807.99936345358
16.16240759128834,94370.36945188932
12.66807513020847,78785.36793352282
17.429211803754356,106441.1173709209
